RegionName,State,Metro,CountyName,SizeRank,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,AVERAGE,,Metro,Average
Lewes,DE,Salisbury,Sussex,3263,373995,365000,359900,362450,374990,374990,376990,374000,379900,379500,374945,374900,372630,,,
Lincoln,DE,Salisbury,Sussex,5447,238900,235400,237400,238150,238150,237400,236900,235000,235000,231900,231950,235000,235929.1667,,,
Milford,DE,Salisbury,Sussex,3568,224900,223999.5,219945,229000,225000,216400,216900,211990,219990,208750,205000,205341.5,217268,,,
Millsboro,DE,Salisbury,Sussex,2602,249990,251900,249900,254945,259000,259900,265900,274945,274900,268120,270825,275900,263018.75,,,
Milton,DE,Salisbury,Sussex,4654,284900,287250,290000,297000,297000,299900,299994.5,309900,311900,314900,315900,314005,301887.4583,,,
Ocean City,MD,Salisbury,Worcester,5113,285850,285000,284900,285000,285000,284900,284900,286025,284950,285000,285250,289000,285481.25,,,
Ocean View,DE,Salisbury,Sussex,5798,344990,339000,339000,339900,345900,345300,349000,349000,344900,349000,344995,349900,345073.75,,,
Princess Anne,MD,Salisbury,Somerset,4390,,,146500,139950,142450,139900,139900,129000,126250,134900,137400,132400,136865,,,
Rehoboth Beach,DE,Salisbury,Sussex,3613,473900,473900,489900,475000,475000,494500,499950,499676,492100,489000,479495,479990,485200.9167,,,
Salisbury,MD,Salisbury,Wicomico,642,149900,149900,149900,154900,155000,159900,159900,157290,155950,149900,145000,144900,152703.3333,,,
Seaford,DE,Salisbury,Sussex,2325,199900,194900,199900,199900,214900,214900,209900,199900,199900,199000,195000,193900,201833.3333,,,
Selbyville,DE,Salisbury,Sussex,5774,339900,339900,336900,329900,329945,329900,329000,329450,339000,345000,347997.5,339900,336399.375,,,
Canyon Rim,UT,Salt Lake City,Salt Lake,3871,,,369950,355000,379943.5,382443.5,384943.5,384900,352450,349900,349900,367400,367683.05,,,
Cottonwood Heights,UT,Salt Lake City,Salt Lake,1442,442450,439000,472500,499900,495000,452500,450000,446950,449750,427000,414950,414900,450408.3333,,,
Draper,UT,Salt Lake City,Salt Lake,1016,493000,519000,492950,475000,474000,475000,448900,438000,496450,496450,489000,425900,476970.8333,,,
East Millcreek,UT,Salt Lake City,Salt Lake,3001,4.00E+05,389000,4.00E+05,409000,427450,409900,419900,425000,4.00E+05,4.00E+05,429000,414900,410345.8333,,,
Grantsville,UT,Salt Lake City,Tooele,4628,237450,258900,292949.5,269900,275000,318450,289950,281950,289900,299900,269000,264450,278983.2917,,,
Herriman,UT,Salt Lake City,Salt Lake,2696,321225,319900,334400,333000,349950,359900,364950,360000,362200,359900,352500,359500,348118.75,,,
Kearns,UT,Salt Lake City,Salt Lake,1388,192500,189999,202400,199900,205000,199900,202500,209000,210000,210000,209999,199000,202516.5,,,
Magna,UT,Salt Lake City,Salt Lake,1747,187400,176000,199900,199900,198500,199000,199900,199900,199900,199900,199900,192450,196054.1667,,,
Midvale,UT,Salt Lake City,Salt Lake,1561,225000,233937.5,227900,242900,239900,244900,244900,249900,249900,248000,249000,250000,242186.4583,,,
Millcreek,UT,Salt Lake City,Salt Lake,1515,239700,250000,239950,249950,249900,259500,255500,265000,275000,269900,295000,295000,262033.3333,,,
Murray,UT,Salt Lake City,Salt Lake,972,257000,260000,275000,270000,279900,285000,294500,280000,277000,274900,263000,284900,275100,,,
Riverton,UT,Salt Lake City,Salt Lake,1202,320600,314000,330000,315000,328840,350000,350000,350000,340000,339000,340000,350000,335620,,,
Salt Lake City,UT,Salt Lake City,Salt Lake,131,325000,329000,350000,354900,369000,369000,359900,364900,354900,354900,359000,341900,352700,,,
Sandy,UT,Salt Lake City,Salt Lake,381,379450,375000,377450,369900,375000,392400,385000,390000,380000,385499.5,397000,397000,383641.625,,,
South Jordan,UT,Salt Lake City,Salt Lake,895,369900,350000,365000,369900,375995.5,369157.5,369900,379900,379900,385900,392500,382400,374204.4167,,,
South Salt Lake,UT,Salt Lake City,Salt Lake,1901,,,,,,209450,217500,207000,224900,218950,234999,239999.5,221828.3571,,,
Taylorsville,UT,Salt Lake City,Salt Lake,713,217000,219950,219000,219900,225000,232875,234900,234900,234700,229900,234950,232450,227960.4167,,,
Tooele,UT,Salt Lake City,Tooele,1710,180000,182000,178950,183500,184200,184000,191450,193950,199700,199700,199700,182000,188262.5,,,
West Jordan,UT,Salt Lake City,Salt Lake,298,259900,268500,257450,254949.5,262950,258250,262000,270000,261000,265000,269000,259950,262412.4583,,,
West Valley City,UT,Salt Lake City,Salt Lake,215,204949.5,209000,209900,212000,217900,219900,219900,219900,219900,219900,224949.5,224949.5,216929.0417,,,
San Angelo,TX,San Angelo,Tom Green,403,179900,179250,176500,182450,179000,175000,169900,169900,175000,176450,175000,175000,176112.5,,,
Alamo Heights,TX,San Antonio,Bexar,4705,599000,585000,639000,649900,647450,624500,599000,599000,582500,580000,597000,599000,608445.8333,,,
Bandera,TX,San Antonio,Bandera,5810,250500,265000,269000,269000,269000,252000,239000,251000,266250,263250,277500,287450,263245.8333,,,
Boerne,TX,San Antonio,Kendall,4486,384000,399990,395990,369500,417017,401990,403990,399900,415000,399250,418262.5,416000,401740.7917,,,
Bulverde,TX,San Antonio,Comal,4284,364950,358490,359000,363526,363689.5,363526,374850,368632,360000,343990,363990,363990,362386.125,,,
Canyon Lake,TX,San Antonio,Comal,4020,270000,279000,279000,277000,269900,276000,290000,289000,284500,289000,279900,289000,281025,,,
Cibolo,TX,San Antonio,Guadalupe,1915,255995,239000,247500,243765,245000,245722.5,244900,239900,239949.5,243700,249000,250000,245369.3333,,,
Comfort,TX,San Antonio,Kendall,5322,450000,427000,419999,394999.5,439950,439950,465000,492500,579000,575000,575000,539000,483116.5417,,,
Converse,TX,San Antonio,Bexar,2749,182995,174900,177990,180490,177638.5,175000,169490,169700,174970,175000,175000,177990,175930.2917,,,
Fair Oaks Ranch,TX,San Antonio,Bexar,6129,407990,407000,409900,429450,439395,425441.5,434990,439230,420000,433990,422445,415000,423735.9583,,,
Floresville,TX,San Antonio,Wilson,2334,274950,284975,292450,274950,285720,274900,278950,302450,296500,294000,285000,272400,284770.4167,,,
Helotes,TX,San Antonio,Bexar,6097,285000,292500,285250,279450,274990,275990,265782.5,260000,251263,252495,253593,264995,270109.0417,,,
New Braunfels,TX,San Antonio,Comal,511,267900,295015,289708,279925,289050,289900,282950,280450,279900,279900,269900,261000,280466.5,,,
Pleasanton,TX,San Antonio,Atascosa,2921,209000,2.00E+05,205000,224900,218000,225000,211450,212449.5,199750,187700,184949.5,194700,206074.9167,,,
San Antonio,TX,San Antonio,Bexar,8,228990,217990,222702,224000,224000,225900,225841,225000,221990,225000,227000,220000,224034.4167,,,
Scenic Oaks,TX,San Antonio,Bexar,5290,379990,415990,412990,420490,399450,399900,415000,412450,399250,434990,416995,425000,411041.25,,,
Schertz,TX,San Antonio,Guadalupe,2064,268500,239949.5,248745,222400,215000,220750,224900,221300,220000,235000,234492.5,233000,232003.0833,,,
Selma,TX,San Antonio,Bexar,5008,215863,208453.5,202990,207900,199900,199700,207843,210730.5,208990,210000,216730,220490,209132.5,,,
Spring Branch,TX,San Antonio,Comal,4637,443900,399900,434950,427500,429500,379000,398000,410000,394900,389450,389900,399000,408000,,,
Terrell Hills,TX,San Antonio,Bexar,5464,,,,849000,875000,822000,797000,795000,799000,783500,768000,836750,813916.6667,,,
Timberwood Park,TX,San Antonio,Bexar,3970,379975,374900,368495,369990,375000,379987,383990,377750,365950,380075.5,364056.5,365990,373846.5833,,,
Universal City,TX,San Antonio,Bexar,2829,189000,184900,215000,198500,195375,189200,183474.5,180000,181000,185000,174850,177999,187858.2083,,,
Windcrest,TX,San Antonio,Bexar,5483,,,,,,,,,,219000,220000,224995,221331.6667,,,
Alpine,CA,San Diego,San Diego,3488,667000,599000,647000,655000,699000,699000,650000,659500,639450,632000,649900,639000,652987.5,,,
Bonita,CA,San Diego,San Diego,2907,669900,669900,669900,675000,659000,684450,675000,655000,650000,645000,639950,649999.5,661924.9583,,,
Bonsall,CA,San Diego,San Diego,6187,811025,825512.5,799950,819950,799900,770000,660000,649000,749450,824450,772000,797000,773186.4583,,,
Borrego Springs,CA,San Diego,San Diego,6834,248000,230000,241500,224500,220000,209000,199250,199000,199500,220000,230000,239000,221645.8333,,,
Carlsbad,CA,San Diego,San Diego,319,790000,779000,790000,804995,825000,799900,826000,849000,839000,849000,865000,872000,824074.5833,,,
Chula Vista,CA,San Diego,San Diego,91,459000,457500,455000,465000,464900,465000,475000,475000,479000,479900,479000,470000,468691.6667,,,
Coronado,CA,San Diego,San Diego,2274,1799000,1775000,1795000,1895000,1797000,1799000,1895000,1892500,1857500,1850000,1895000,1975000,1852083.333,,,
Del Mar,CA,San Diego,San Diego,5949,,,,,3599500,3599500,3547500,2995000,2872500,2750000,2850000,2722500,3117062.5,,,
El Cajon,CA,San Diego,San Diego,166,469000,469999,469000,477000,489499.5,499000,499000,495000,485000,475000,470000,462500,479999.875,,,
Encinitas,CA,San Diego,San Diego,727,1299000,1362000,1381810,1349000,1345000,1325000,1298500,1321901,1249500,1296500,1362450,1295000,1323805.083,,,
Escondido,CA,San Diego,San Diego,201,479000,499000,517500,489000,499000,495000,498000,490000,499000,498000,489950,498000,495954.1667,,,
Fallbrook,CA,San Diego,San Diego,1097,599950,599000,599000,599900,599450,620000,628873.5,599949.5,610000,6.00E+05,599694,599900,604643.0833,,,
Hidden Meadows,CA,San Diego,San Diego,6875,749900,725000,732450,698000,698500,693000,693000,650000,666500,659000,639949.5,644500,687483.2917,,,
Imperial Beach,CA,San Diego,San Diego,1771,,,,,,,,620000,572500,570000,577000,575000,582900,,,
Jamul,CA,San Diego,San Diego,6089,704500,749000,7.00E+05,709500,624000,575000,569000,577000,639000,667000,679900,685000,656575,,,
La Mesa,CA,San Diego,San Diego,565,535000,529900,529900,539000,530876,537000,529000,525000,530000,539000,529800,529925,532033.4167,,,
Lakeside,CA,San Diego,San Diego,1117,469000,469000,459000,474325,480000,474900,475000,485000,489995,489450,489999,475218.5,477573.9583,,,
Lemon Grove,CA,San Diego,San Diego,1896,397000,399375,399000,399000,405000,420000,420000,429000,420000,429000,432500,429000,414906.25,,,
National City,CA,San Diego,San Diego,744,339000,339500,342500,349500,359000,374450,389000,385000,389000,385000,385000,380277,368102.25,,,
Oceanside,CA,San Diego,San Diego,123,469900,477000,475000,495000,498400,499000,495000,489000,489000,495000,485000,489900,488100,,,
Poway,CA,San Diego,San Diego,893,869000,849950,844500,875000,845000,849000,819000,810000,777000,792000,789000,841944,830116.1667,,,
Ramona,CA,San Diego,San Diego,1227,509000,513750,525800,501950,515800,519000,522500,515000,517400,529450,529300,519500,518204.1667,,,
Rancho Santa Fe,CA,San Diego,San Diego,6309,3131000,3299000,3195000,2998000,3195000,3195000,3169000,3150000,2995000,3.00E+06,2995000,3295000,3134750,,,
San Diego,CA,San Diego,San Diego,9,589000,599000,599900,619000,629000,628000,629000,624888,615000,609000,6.00E+05,603500,612107.3333,,,
San Marcos,CA,San Diego,San Diego,597,547990,536250,529000,540000,545000,549000,564000,565000,569900,585000,585000,579900,558003.3333,,,
Santee,CA,San Diego,San Diego,824,438000,434000,436000,449000,449000,449000,449000,449000,449900,454990,459000,459000,447990.8333,,,
Solana Beach,CA,San Diego,San Diego,3675,1275000,1281950,1288900,1112500,1085000,1275000,1199000,1250000,1300000,1287000,1299000,1337500,1249237.5,,,
Spring Valley,CA,San Diego,San Diego,602,395000,399900,419000,420000,425000,434950,444900,435900,435000,425000,430000,439000,425304.1667,,,
Valley Center,CA,San Diego,San Diego,2289,655900,629900,604250,595000,649000,669250,650000,664000,650000,659000,650000,654500,644233.3333,,,
Vista,CA,San Diego,San Diego,279,487450,479000,479000,489900,499000,499000,499500,509500,514850,509750,515000,523000,500412.5,,,
Alameda,CA,San Francisco,Alameda,645,897500,8.00E+05,799000,857880,818000,838477.5,820000,800440,822940,799000,849000,849000,829269.7917,,,
Alamo,CA,San Francisco,Contra Costa,2714,1800000,1900000,1849000,1825000,1842000,1798800,1798900,1749900,1750000,1700000,1798000,1750000,1796800,,,
Antioch,CA,San Francisco,Contra Costa,367,359500,355000,359000,369900,360000,355000,365000,359950,365000,379990,375000,375000,364861.6667,,,
Belmont,CA,San Francisco,San Mateo,1849,1329000,1375000,1299894,1399000,1387500,1397000,1377500,1392000,1489000,1440444,1476944,1468000,1402606.833,,,
Berkeley,CA,San Francisco,Alameda,258,795000,795000,799000,862000,849000,799000,8.00E+05,799000,795000,829000,888000,925000,827916.6667,,,
Brentwood,CA,San Francisco,Contra Costa,752,548619,550000,550000,569900,559900,549900,569000,554990,555000,554997,579000,589000,560858.8333,,,
Castro Valley,CA,San Francisco,Alameda,998,734750,741750,739000,749000,746750,741750,746750,749000,739500,759000,764000,780000,749270.8333,,,
Clayton,CA,San Francisco,Contra Costa,4147,699000,725000,750500,749000,752250,784900,788000,753000,753000,739500,750000,750000,749512.5,,,
Concord,CA,San Francisco,Contra Costa,241,469000,479950,495000,522000,532500,529000,525000,515000,510000,519450,525000,529000,512575,,,
Daly City,CA,San Francisco,San Mateo,337,699000,698500,699000,708888,715000,748000,720000,709000,715000,727000,748888,729000,718106.3333,,,
Danville,CA,San Francisco,Contra Costa,971,1225000,1265000,1339500,1320000,1299444,1299000,1250000,1219000,1199950,1228000,1265000,1265000,1264574.5,,,
Discovery Bay,CA,San Francisco,Contra Costa,4868,,,,627500,679000,676850,649900,580000,630947.5,597400,625000,594000,628955.2778,,,
Dublin,CA,San Francisco,Alameda,1304,789990,827475,813990,809995,851500,850000,820000,819095,819272,829900,849400,844499,827093,,,
El Cerrito,CA,San Francisco,Contra Costa,1964,677600,659000,659000,659000,674900,684900,684950,699000,749000,765000,765000,739000,701362.5,,,
El Sobrante,CA,San Francisco,Contra Costa,2422,399999,395000,449000,438000,399900,419999,449000,469888,469888,499000,479950,457000,443885.3333,,,
Foster City,CA,San Francisco,San Mateo,1484,1168500,1121500,1088000,1088000,1068000,1111648,1200000,1174000,1088000,1150000,1188000,1280940,1143882.333,,,
Fremont,CA,San Francisco,Alameda,101,869900,848888,878000,875000,880000,899500,899000,895000,888000,874888,869965,866900,878753.4167,,,
Half Moon Bay,CA,San Francisco,San Mateo,3305,1137500,986500,1050000,1225000,1225000,1237500,1225000,1188500,1063640,1068280,1059140,1152500,1134880,,,
Hayward,CA,San Francisco,Alameda,148,499997.5,499999.5,525000,535000,545000,538000,535000,538500,535000,548844,539250,540000,531632.5833,,,
Hercules,CA,San Francisco,Contra Costa,2718,,474000,530000,508000,509000,519999,519000,547500,529900,507425,530000,470000,513165.8182,,,
Lafayette,CA,San Francisco,Contra Costa,2163,,,1562000,1450000,1535000,1450000,1445000,1445000,1395000,1399000,1449000,1485000,1461500,,,
Livermore,CA,San Francisco,Alameda,400,679567,675000,678867,699000,7.00E+05,699000,695000,679475,675000,680000,675000,656000,682659.0833,,,
Martinez,CA,San Francisco,Contra Costa,1044,538750,545000,555000,549500,525000,550000,545000,529000,550000,565000,575520,589000,551397.5,,,
Menlo Park,CA,San Francisco,San Mateo,1169,,,,,,,,,1822500,1912500,1698000,1688000,1780250,,,
Newark,CA,San Francisco,Alameda,1083,639475,654373,664500,699000,675000,675000,675000,697944,699000,699000,698944,698939,681347.9167,,,
Novato,CA,San Francisco,Marin,735,690750,727500,765000,792000,789000,799000,749999.5,725000,749000,749499.5,749500,727000,751104.0833,,,
Oakland,CA,San Francisco,Alameda,42,482500,499000,525000,562000,589000,598300,595000,579000,585000,599000,581000,550000,562066.6667,,,
Oakley,CA,San Francisco,Contra Costa,1326,409900,395000,419900,4.00E+05,419200,429900,429900,434900,429450,429950,429950,410000,419837.5,,,
Orinda,CA,San Francisco,Contra Costa,3416,1580000,1761500,1495000,1450000,1495000,1524500,1550000,1550000,1555000,1512500,1672500,1738000,1573666.667,,,
Pacifica,CA,San Francisco,San Mateo,1314,778888,779000,789000,790000,799000,814000,830000,823500,799888,799950,810000,848944,805180.8333,,,
Pinole,CA,San Francisco,Contra Costa,3148,425000,426000,465000,465000,470000,499000,499000,495000,499000,498000,499000,460000,475000,,,
Pittsburg,CA,San Francisco,Contra Costa,533,355000,360000,369000,379900,370000,375000,375000,379000,379800,385000,385000,385000,374808.3333,,,
Pleasant Hill,CA,San Francisco,Contra Costa,1369,629999,587000,629450,639000,639000,649000,635900,675000,649000,635900,618500,649000,636395.75,,,
Pleasanton,CA,San Francisco,Alameda,580,995800,949900,996900,962450,984500,957850,959000,929500,950000,998000,988400,970000,970191.6667,,,
Redwood City,CA,San Francisco,San Mateo,466,1198000,1225000,1150000,1248944,1275000,1299000,1348000,1377000,1319500,1299000,1296500,1275000,1275912,,,
Richmond,CA,San Francisco,Contra Costa,444,369850,369900,379500,390000,399000,410000,428000,435000,429000,425000,399000,399000,402770.8333,,,
San Carlos,CA,San Francisco,San Mateo,1514,1388000,1337000,1312500,1434000,1525000,1469419,1418500,1436500,1388000,1485000,1468000,1388000,1420826.583,,,
San Francisco,CA,San Francisco,San Francisco,13,995000,1095000,1100000,1149000,1150000,1149000,1100000,1099888,1149000,1169000,1150000,1150000,1121324,,,
San Leandro,CA,San Francisco,Alameda,340,489000,499000,499000,520000,524950,538888,548000,538888,521944,524444,525000,508000,519759.5,,,
San Mateo,CA,San Francisco,San Mateo,335,976500,995000,961500,988000,1.00E+06,1050000,998000,949000,985000,975000,996000,999000,989416.6667,,,
San Pablo,CA,San Francisco,Contra Costa,890,358000,374999,374999,379499.5,398888,399000,395000,398500,395000,380000,369999,369900,382815.375,,,
San Rafael,CA,San Francisco,Marin,622,975000,976900,939000,961950,954500,949000,899000,899450,912000,877000,899000,859862,925221.8333,,,
San Ramon,CA,San Francisco,Contra Costa,558,899444,939000,925000,935000,949000,949000,930000,913995,925000,899888,910000,946995,926860.1667,,,
Sausalito,CA,San Francisco,Marin,4120,,,,,,,,1449000,1495000,1724000,1522500,1450000,1528100,,,
South San Francisco,CA,San Francisco,San Mateo,773,788000,798888,799000,799000,793444,788000,788500,775000,788000,791900,772000,768000,787477.6667,,,
Union City,CA,San Francisco,Alameda,627,650000,669000,719888,739000,723444,725000,736500,738000,725000,722444,725000,725000,716523,,,
Walnut Creek,CA,San Francisco,Contra Costa,494,599000,625000,645000,650000,675000,677000,689000,675000,679000,675000,645000,620000,654500,,,
Campbell,CA,San Jose,Santa Clara,1061,992500,1075000,1098000,999950,998000,999888,1005000,1040000,999419,998000,1138944,1150000,1041225.083,,,
Cupertino,CA,San Jose,Santa Clara,812,1645000,1723000,1759000,1688888,1649000,1599000,1599475,1599000,1735000,1719444,1850000,1848000,1701233.917,,,
Gilroy,CA,San Jose,Santa Clara,748,729990,725000,739000,699000,704449.5,720000,725000,703900,720000,725000,727000,725000,720278.2917,,,
Hollister,CA,San Jose,San Benito,930,497400,499400,504900,509829,529900,538999,539000,539945,540000,539000,535000,532500,525489.4167,,,
Los Altos,CA,San Jose,Santa Clara,1605,2298000,2398000,2695000,2772500,2750000,2749500,2595000,2499000,2696500,2595000,2695000,2717000,2621708.333,,,
Los Gatos,CA,San Jose,Santa Clara,1379,1880000,1798000,1798000,1937500,1890000,1799950,1846000,1775000,1773500,1849000,1999999,1991900,1861570.75,,,
Milpitas,CA,San Jose,Santa Clara,623,759444,750000,784944,799000,799000,799000,836500,848000,799950,802499.5,854000,824500,804736.4583,,,
Morgan Hill,CA,San Jose,Santa Clara,1528,757500,822494.5,815000,815000,858000,859950,882500,879980,899000,879980,849888,879950,849936.875,,,
Mountain View,CA,San Jose,Santa Clara,513,,,,1288000,1324499,1283000,1288990,1275000,1250000,1291995,1275000,1288990,1285052.667,,,
San Jose,CA,San Jose,Santa Clara,11,725000,750000,789000,795000,799000,799000,798888,785000,789000,789888,775000,769000,780314.6667,,,
San Juan Bautista,CA,San Jose,San Benito,6047,,,,,,749900,825000,799000,749250,734900,744450,729999,761785.5714,,,
Santa Clara,CA,San Jose,Santa Clara,253,884000,849475,899000,928888,928800,948944,949400,899925,899000,899000,864500,859950,900906.8333,,,
Saratoga,CA,San Jose,Santa Clara,1538,2599999.5,2325000,2280000,2312500,2388000,2388000,2347000,2580000,2449000,2399000,2399499.5,2399000,2405583.25,,,
Sunnyvale,CA,San Jose,Santa Clara,192,998000,999894,1083000,1048000,1058000,1149500,1144400,1050000,1111713.5,1089000,1098444,1088000,1076495.958,,,
Arroyo Grande,CA,San Luis Obispo,San Luis Obispo,1742,656500,659000,659000,685000,679000,714000,744950,682000,698500,722000,729000,763500,699370.8333,,,
Atascadero,CA,San Luis Obispo,San Luis Obispo,1533,469000,469000,469000,469000,482000,499000,499000,499500,529500,529500,520000,525000,496625,,,
Cambria,CA,San Luis Obispo,San Luis Obispo,5719,669000,709000,714000,695000,714000,714000,712000,719000,695000,727000,754500,747500,714166.6667,,,
Cayucos,CA,San Luis Obispo,San Luis Obispo,6576,,,,987500,992500,990000,1042500,1150000,1225000,1150000,1100000,1100000,1081944.444,,,
Grover Beach,CA,San Luis Obispo,San Luis Obispo,3264,449000,448000,449000,459000,449000,460000,499000,499000,499000,489000,459900,475000,469575,,,
Los Osos,CA,San Luis Obispo,San Luis Obispo,3237,569000,518475,539000,549000,549000,498475,524900,549000,562450,527000,528000,559000,539441.6667,,,
Morro Bay,CA,San Luis Obispo,San Luis Obispo,4242,565000,565000,599000,599250,609000,625000,649900,649900,649000,672000,642450,635000,621708.3333,,,
Nipomo,CA,San Luis Obispo,San Luis Obispo,2448,639355,670000,674495,690000,659000,687000,689500,719000,719900,680000,679000,699000,683854.1667,,,
Paso Robles,CA,San Luis Obispo,San Luis Obispo,1348,497500,499000,489000,499000,499975,499000,499000,486750,479900,479900,489900,498000,493077.0833,,,
Pismo Beach,CA,San Luis Obispo,San Luis Obispo,5587,835000,828750,835746.5,830000,825000,827450,839000,842000,849900,895000,849900,895000,846062.2083,,,
San Luis Obispo,CA,San Luis Obispo,San Luis Obispo,717,644900,594329,639900,639000,635000,649000,656950,672000,687500,687500,690500,692000,657381.5833,,,
Templeton,CA,San Luis Obispo,San Luis Obispo,5172,,774450,737500,845000,773900,754000,811950,827000,874950,852450,852500,849450,813922.7273,,,
Priest River,ID,Sandpoint,Bonner,6307,,,255000,287450,299900,319000,299900,299900,304950,319000,342000,342000,306910,,,
Sagle,ID,Sandpoint,Bonner,5505,479000,450000,472000,431000,454500,450000,449000,439000,449000,439000,450000,449500,451000,,,
Sandpoint,ID,Sandpoint,Bonner,2891,334950,349000,345000,349900,329000,337000,329000,329999,339000,344500,349900,349900,340595.75,,,
Huron,OH,Sandusky,Erie,4379,219900,215000,199300,207450,210000,219900,205000,205000,205000,205000,199900,209950,208450,,,
Sandusky,OH,Sandusky,Erie,1906,79900,85450,82500,83900,89000,85000,85000,79900,79900,87900,88400,89900,84729.16667,,,
Sandusky South,OH,Sandusky,Erie,5030,129900,129900,134900,134900,134900,132200,132200,129700,129900,132400,134900,138900,132891.6667,,,
Sanford,NC,Sanford,Lee,729,169900,168950,170000,174500,179900,182100,185000,187900,185000,179000,175000,174900,177679.1667,,,
Aptos,CA,Santa Cruz,Santa Cruz,1945,824950,849000,849000,899000,899000,899000,895000,892500,880000,889000,875000,875000,877204.1667,,,
Boulder Creek,CA,Santa Cruz,Santa Cruz,4495,580000,575000,519000,592250,597500,675000,639499.5,654500,599000,598500,599000,569450,599891.625,,,
Santa Cruz,CA,Santa Cruz,Santa Cruz,365,779000,775000,819500,865000,859750,849000,865000,849000,849000,850000,850000,895000,842104.1667,,,
Scotts Valley,CA,Santa Cruz,Santa Cruz,3485,,,850000,850000,850000,835000,862500,899000,850000,849500,839000,815000,850000,,,
Watsonville,CA,Santa Cruz,Santa Cruz,478,599000,599000,560000,599450,618950,639000,599499.5,599000,599000,630000,589000,589000,601741.625,,,
Cerrillos,NM,Santa Fe,Santa Fe,6836,,,,275000,252500,250000,275000,275000,275000,282500,294500,299450,275438.8889,,,
Edgewood,NM,Santa Fe,Santa Fe,4055,235000,240000,225000,235000,224500,225000,235000,243500,230000,234850,225000,249000,233487.5,,,
Santa Fe,NM,Santa Fe,Santa Fe,250,489000,479000,484629,478500,477500,475000,475000,470000,475000,469000,474900,495000,478544.0833,,,
Goleta,CA,Santa Maria-Santa Barbara,Santa Barbara,1772,744000,744000,749000,739900,724450,739000,725000,753995,758495,779495,769000,767000,749444.5833,,,
Lompoc,CA,Santa Maria-Santa Barbara,Santa Barbara,776,329900,339950,337000,329900,349250,330000,340000,329900,334950,340000,339500,334900,336270.8333,,,
Montecito,CA,Santa Maria-Santa Barbara,Santa Barbara,5398,4272500,4250000,4450000,4469500,4450000,4279000,3950000,4239500,4450000,4495000,4472500,4497500,4356291.667,,,
Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara,456,1299000,1250000,1275000,1259000,1295000,1290000,1250000,1200000,1200000,1247000,1254500,1249000,1255708.333,,,
Santa Maria,CA,Santa Maria-Santa Barbara,Santa Barbara,219,375900,380000,374900,374450,379900,379000,375000,372700,369995,370000,375000,371950,374899.5833,,,
Santa Ynez,CA,Santa Maria-Santa Barbara,Santa Barbara,5484,1862000,1837000,1750000,1612000,1695000,1699000,1575000,1695000,1822500,1695000,1695000,1772500,1725833.333,,,
Solvang,CA,Santa Maria-Santa Barbara,Santa Barbara,4847,819500,899000,909000,1020000,939000,879900,830000,830900,899450,899000,915000,960499.5,900104.125,,,
Petaluma,CA,Santa Rosa,Sonoma,564,619000,625000,649000,649000,622000,649500,649500,689000,724500,729000,720000,679000,667041.6667,,,
Rohnert Park,CA,Santa Rosa,Sonoma,1469,,395000,427000,427000,428750,430000,449950,420000,469250,439000,462500,419000,433404.5455,,,
Santa Rosa,CA,Santa Rosa,Sonoma,116,534900,531200,543000,549700,559000,559000,549500,569900,540000,550000,552450,562189.5,550069.9583,,,
Sebastopol,CA,Santa Rosa,Sonoma,1809,760000,827500,849500,862250,877000,849750,859000,875000,899000,899000,859000,849000,855500,,,
Sonoma,CA,Santa Rosa,Sonoma,1254,729000,722500,730000,799000,799500,825000,799500,799000,779000,798000,750000,750000,773375,,,
Windsor,CA,Santa Rosa,Sonoma,1858,541500,559000,580000,579450,565000,549990,577000,579450,575000,558500,550000,535000,562490.8333,,,
Brimley,MI,Sault Ste. Marie,Chippewa,6399,129900,124950,119900,122400,124900,139950,119900,119900,119950,125000,125000,125000,124729.1667,,,
Paradise,MI,Sault Ste. Marie,Chippewa,6938,,,,,,,,99000,99000,99250,99700,104900,100370,,,
Sault Sainte Marie,MI,Sault Ste. Marie,Chippewa,2703,84500,84900,84900,84900,93000,92750,89700,94700,97000,89500,91200,90900,89829.16667,,,
Bloomingdale,GA,Savannah,Effingham,4088,,205000,179400,167550,168950,167900,182450,185450,179900,168500,180000,169200,177663.6364,,,
Ellabell,GA,Savannah,Bryan,6200,164900,164700,159900,159900,164900,157402.5,155000,154450,157450,155000,158852.5,158450,159242.0833,,,
Guyton,GA,Savannah,Effingham,4040,190272.5,191500,193700,190505,194900,195375,192904,189360,189200,194808,199900,189900,192693.7083,,,
Pooler,GA,Savannah,Chatham,3586,224900,225000,224900,229900,228630,225000,222999,221151,214315,218000,224135,223900,223569.1667,,,
Port Wentworth,GA,Savannah,Chatham,6832,149900,149900,160000,164900,159950,158900,156900,160000,148900,152160.5,150500,139900,154325.875,,,
Richmond Hill,GA,Savannah,Bryan,2112,268825,275000,279900,274500,269900,269900,269949.5,275000,279000,284950,292368,288342.5,277302.9167,,,
Rincon,GA,Savannah,Effingham,5538,172450,168950,165000,169450,194900,199450,187950,189900,185000,190945,184900,164900,181149.5833,,,
Savannah,GA,Savannah,Chatham,239,168600,165000,171237.5,169900,174500,170000,169950,172000,169900,169900,175000,178500,171207.2917,,,
