RegionName,State,Metro,CountyName,SizeRank,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,AVERAGE,,Metro,Average
Gloucester,NJ,Philadelphia,Camden,882,160000,159900,158725,155000,159900,155000,155000,154900,159900,155000,159900,159900,157760.4167,,,
Haddon Heights,NJ,Philadelphia,Camden,4731,210000,214900,239900,236400,239900,223950,229000,234500,229000,235000,239900,237450,230825,,,
Haddon Township,NJ,Philadelphia,Camden,3012,199000,212450,226450,234700,220000,207500,210000,199900,201975,199900,199900,189900,208472.9167,,,
Haddonfield,NJ,Philadelphia,Camden,3806,575000,590000,537000,594500,612500,625000,639000,599900,639950,649000,650000,669000,615070.8333,,,
Hainesport,NJ,Philadelphia,Burlington,5762,279000,274450,285000,285500,269000,250000,250000,237000,233000,254900,254900,299900,264387.5,,,
Harleysville,PA,Philadelphia,Montgomery,4202,,,,,404990,382000,349975,389900,354945,364900,357445,371496,371956.375,,,
Harrison Township,NJ,Philadelphia,Gloucester,4576,419990,432436,425000,429986,434900,409450,404450,382400,379900,413659,375000,384900,407672.5833,,,
Hatfield Township,PA,Philadelphia,Montgomery,2253,294995,304990,307990,303995,314990,309900,323950,323000,299995,304995,310745,319900,309953.75,,,
Haverford,PA,Philadelphia,Montgomery,5405,894000,939900,919450,849000,807450,785000,824950,785000,792200,8.00E+05,824900,824900,837229.1667,,,
Havertown,PA,Philadelphia,Delaware,1324,299900,314450,309900,299900,3.00E+05,309000,3.00E+05,299900,289412.5,279400,299900,299900,300138.5417,,,
Hockessin,DE,Philadelphia,New Castle,3457,439900,430000,419900,420000,425000,419900,414900,429900,415000,414975,409990,399900,419947.0833,,,
Honey Brook Township,PA,Philadelphia,Chester,4118,265000,259950,264500,256300,258600,258775,263725,262550,262550,265650,266300,265650,262462.5,,,
Kennett Township,PA,Philadelphia,Chester,4609,529000,577250,515000,525000,482450,469950,535000,475000,560000,575000,550000,508000,525137.5,,,
King of Prussia,PA,Philadelphia,Montgomery,2368,299900,318950,339900,339900,339900,325000,327500,329000,320000,315000,324900,306000,323829.1667,,,
Lansdale,PA,Philadelphia,Montgomery,2743,,,249900,225000,240000,249900,232900,225250,234900,239900,259450,259700,241690,,,
Lansdowne,PA,Philadelphia,Delaware,3853,139900,130000,133900,135000,135000,144988.5,149700,149900,143900,133250,129900,129650,137924.0417,,,
Leisuretowne,NJ,Philadelphia,Burlington,6387,130000,129950,140000,139974,139974,138900,130000,130000,138000,132250,137950,137450,135370.6667,,,
Levittown,PA,Philadelphia,Bucks,908,190999.5,189990,196250,2.00E+05,205000,206900,202450,209950,209900,209949.5,209950,210900,203519.9167,,,
Limerick,PA,Philadelphia,Montgomery,2497,330000,310000,319900,325000,330000,339450,359990,349750,349700,342200,309900,319900,332149.1667,,,
Lower Makefield,PA,Philadelphia,Bucks,1572,509850,509900,524999.5,525997.5,521995,527497.5,518400,519945,497995,514900,515000,517995,517039.5417,,,
Lower Merion Township,PA,Philadelphia,Montgomery,1828,634900,644000,672500,655000,699900,699450,734450,725000,727000,749900,725000,722450,699129.1667,,,
Lower Moreland Township,PA,Philadelphia,Montgomery,3310,422000,424900,425450,419900,449900,449900,450000,457500,417450,417450,412500,432450,431616.6667,,,
Lower Salford Township,PA,Philadelphia,Montgomery,4955,469200,459900,459900,504740,475000,494165,485000,491500,480000,480000,474900,474950,479104.5833,,,
Lower Southampton Township,PA,Philadelphia,Bucks,3474,290000,299900,3.00E+05,299900,299900,309900,319900,327777,325250,328000,330000,330000,313377.25,,,
Malvern,PA,Philadelphia,Chester,3614,,544285,499495,479450,479450,467333,449995,455513.5,480043,475838.5,452734,431807,474176.7273,,,
Mantua,NJ,Philadelphia,Gloucester,2915,169900,159900,159900,169900,174900,175000,170000,177450,169900,171250,167499.5,164950,169212.4583,,,
Maple Shade,NJ,Philadelphia,Burlington,3187,159900,150000,159700,160450,165000,166000,150000,149900,159900,160000,149900,139900,155887.5,,,
Marlton,NJ,Philadelphia,Burlington,4002,222400,222400,224900,224900,224900,243700,238500,226950,217450,216450,219900,224900,225612.5,,,
Marple Township,PA,Philadelphia,Delaware,3080,429900,414936,414936,427250,439097.5,439097.5,438000,419947.5,385045,376995,385120,391995,413526.625,,,
Medford,NJ,Philadelphia,Burlington,2009,379000,384950,379900,369000,375000,379000,360000,350000,354500,359900,350000,350000,365937.5,,,
Merchantville,NJ,Philadelphia,Camden,2516,139900,141500,149900,142750,150000,149950,149000,150000,147500,139900,144955,139900,145437.9167,,,
Middletown,DE,Philadelphia,New Castle,3592,367450,362450,364900,349000,339450,338200,354700,332900,359900,359900,365495,369000,355278.75,,,
Middletown Township,PA,Philadelphia,Bucks,1536,299000,299900,304450,313900,313900,319800,319999,350000,354950,340000,345000,349900,325899.9167,,,
Middletown Township,PA,Philadelphia,Delaware,3714,413650,403749.5,4.00E+05,355200,355000,362450,350000,342450,324999,320000,340000,339728,358935.5417,,,
Milford Township,PA,Philadelphia,Bucks,3980,295000,295000,285000,282400,292000,330010,337460,334950,321937.5,324900,325400,319800,311988.125,,,
Monroe Township,NJ,Philadelphia,Gloucester,2249,205000,204900,211450,214900,219900,210000,199949.5,199445,197000,199450,199900,199900,205149.5417,,,
Moorestown Township,NJ,Philadelphia,Burlington,4793,752445,699250,693950,729000,725000,742450,749900,725000,699949.5,699900,715000,749000,723403.7083,,,
Moorestown-Lenola,NJ,Philadelphia,Burlington,3266,359900,366000,384700,386950,420000,421950,395000,395000,385000,369900,372450,389500,387195.8333,,,
Morrisville,PA,Philadelphia,Bucks,4304,189000,179000,182500,179000,189900,185000,179700,184950,195000,189900,194450,199250,187304.1667,,,
Mount Ephraim,NJ,Philadelphia,Camden,5561,109900,123449.5,130624.5,132500,137400,139900,139900,130999.5,129900,127900,124900,119900,128939.4583,,,
Mt Holly Township,NJ,Philadelphia,Burlington,4049,149000,138950,139000,147450,154900,149900,143700,139900,142000,140000,140000,139450,143687.5,,,
Mt Laurel Township,NJ,Philadelphia,Burlington,1298,209450,214999,224900,229900,224900,219000,216250,212900,212900,215000,219900,209900,217499.9167,,,
New Castle,DE,Philadelphia,New Castle,806,179900,179900,175000,169900,170000,170000,172900,169450,174750,169900,168500,165000,172100,,,
New Garden Township,PA,Philadelphia,Chester,5549,409900,419000,449000,425000,434900,449000,429500,429950,449450,458900,449900,452000,438041.6667,,,
New Hanover,PA,Philadelphia,Montgomery,3635,294990,298521,297542,304990,307776,300271,302172,302521,299525.5,298221,296142,299950,300218.4583,,,
Newark,DE,Philadelphia,New Castle,203,219900,219900,219900,221000,224900,229900,224900,216500,224900,221450,219900,219400,221879.1667,,,
Newtown Township,PA,Philadelphia,Bucks,2695,464950,439900,479900,474900,479999,482449.5,499900,489450,509900,469900,469900,477777,478243.7917,,,
Norristown,PA,Philadelphia,Montgomery,1404,95000,102200,99900,99880,99790,99000,95000,99000,95000,93400,94900,99900,97747.5,,,
North East,MD,Philadelphia,Cecil,3418,287158.5,293906,294557,297740,297740,297966,295334,298154,297740,298725,297853.5,298579,296287.75,,,
North Wales,PA,Philadelphia,Montgomery,6130,289900,278975,289900,314900,312500,306500,309900,305000,305000,295000,299900,294450,300160.4167,,,
Northampton Township,PA,Philadelphia,Bucks,1640,407450,428650,429900,434900,439900,449900,454900,427450,440000,429900,464900,430491,436528.4167,,,
Oaklyn,NJ,Philadelphia,Camden,5786,154500,152450,160000,162450,159900,164450,165450,165400,154900,144450,159900,162400,158854.1667,,,
Palmyra,NJ,Philadelphia,Burlington,4665,125000,125000,127900,130000,132500,134900,134900,134900,135900,135900,129175,119900,130497.9167,,,
Parkesburg,PA,Philadelphia,Chester,5943,165500,175950,164900,174500,174700,159900,165000,173500,179450,169900,184900,167500,171308.3333,,,
Paulsboro,NJ,Philadelphia,Gloucester,5111,64950,72449.5,65651,74400,80450,74450,78500,76000,73000,77450,75000,81750,74504.20833,,,
Pemberton Township,NJ,Philadelphia,Burlington,4916,159900,159900,136000,149900,150000,134900,134900,124950,132450,135000,129999,125000,139408.25,,,
Pennsauken,NJ,Philadelphia,Camden,2675,110000,108000,101250,107900,1.00E+05,99320,99400,99900,99000,97705.5,97705.5,99900,101673.4167,,,
Pennsville Township,NJ,Philadelphia,Salem,3510,124950,124900,129900,128000,129900,128000,128250,129450,124900,124950,122450,117000,126054.1667,,,
Perkasie,PA,Philadelphia,Bucks,4334,277945,270000,289900,279990,275900,259900,262450,259900,269990,268745,287000,289900,274301.6667,,,
Perkiomen,PA,Philadelphia,Montgomery,4158,310000,299900,288900,299999,277000,267400,274950,287500,285000,244950,239900,269900,278783.25,,,
Perryville,MD,Philadelphia,Cecil,6094,192450,192450,199900,2.00E+05,216400,214900,204900,209900,209900,207400,199900,195000,203591.6667,,,
Philadelphia,PA,Philadelphia,Philadelphia,5,139900,140000,149900,156900,159900,159900,159000,152000,154900,159887.5,154900,149900,153090.625,,,
Phoenixville,PA,Philadelphia,Chester,3124,224900,219000,218900,219900,218900,222500,218950,220000,220000,225900,235000,224900,222404.1667,,,
Pine Hill,NJ,Philadelphia,Camden,4426,99900,91249.5,91250,99900,1.00E+05,109900,112000,112000,110000,101000,1.00E+05,99900,102258.2917,,,
Pittsgrove,NJ,Philadelphia,Salem,4702,275000,275000,275000,264000,275000,249950,235900,229000,202500,199900,184500,189900,237970.8333,,,
Plumstead Township,PA,Philadelphia,Bucks,3398,429990,435450,444000,446500,419900,449900,449000,444450,449000,449000,439900,484950,445170,,,
Pottstown,PA,Philadelphia,Montgomery,2087,99000,102000,99900,104900,99900,99900,98900,94999.5,95000,92250,90000,90000,97229.125,,,
Radnor,PA,Philadelphia,Delaware,2317,974900,945000,895000,884999.5,869000,875000,872000,872000,794450,844900,835000,845000,875604.125,,,
Richland Township,PA,Philadelphia,Bucks,3347,254900,250000,270500,269000,249990,245000,258945,255866,259000,265000,284900,289000,262675.0833,,,
Ridley Township,PA,Philadelphia,Delaware,3470,159900,158400,164000,169900,169900,174950,184950,179900,175000,169900,163900,173750,170370.8333,,,
Rising Sun,MD,Philadelphia,Cecil,3881,217500,234950,227450,234900,234900,237500,229900,235000,244450,229900,227450,234700,232383.3333,,,
Riverside,NJ,Philadelphia,Burlington,4456,126000,126500,129000,128000,129900,130000,127500,119400,129900,132500,127450,119900,127170.8333,,,
Roebling,NJ,Philadelphia,Burlington,4376,,,,,,,,132950,139900,135950,146950,139900,139130,,,
Runnemede,NJ,Philadelphia,Camden,4508,112900,114900,121750,127000,140000,137450,137450,137450,129900,132900,125000,113500,127516.6667,,,
Sadsbury Township,PA,Philadelphia,Chester,5937,,,,,,199500,205000,215000,248450,250998,250998,250998,231563.4286,,,
Salem,NJ,Philadelphia,Salem,5412,,,,,70000,60000,65000,59000,66382.5,65000,62000,70000,64672.8125,,,
Sanatoga,PA,Philadelphia,Montgomery,4879,174950,175000,185000,173425,159950,169900,184700,187500,191000,184950,199450,185000,180902.0833,,,
Schuylkill Township,PA,Philadelphia,Chester,4330,549900,549950,550000,539000,516250,522500,535000,519000,563950,592000,576500,559900,547829.1667,,,
Sellersville,PA,Philadelphia,Bucks,4234,299000,299000,284900,290982.5,295490,293277.5,3.00E+05,287500,279900,284000,268400,268900,287612.5,,,
Shamong,NJ,Philadelphia,Burlington,4959,316500,340947.5,364900,354500,334900,346000,378000,346000,346000,352750,364950,372500,351495.625,,,
Skippack Township,PA,Philadelphia,Montgomery,3322,359947.5,363900,378947.5,382995,350000,374450,367450,372447.5,379900,354900,365124,343400,366121.7917,,,
Solebury,PA,Philadelphia,Bucks,5077,850000,825000,798500,799000,795000,779900,822250,819500,834500,779000,779000,799900,806795.8333,,,
Somerdale,NJ,Philadelphia,Camden,5380,1.00E+05,105000,119900,124900,117499,104000,114900,109900,109900,107450,120781,118281.5,112709.2917,,,
Souderton,PA,Philadelphia,Montgomery,4986,217999.5,224900,239900,239900,239900,237450,244950,245000,239900,249990,239900,221950,236811.625,,,
Southampton,NJ,Philadelphia,Burlington,4944,254900,245000,234900,254950,249950,275000,271000,279000,289838.5,279450,279900,262450,264694.875,,,
Springfield,PA,Philadelphia,Delaware,1917,279900,285000,289900,299900,299900,299900,307000,305000,295000,299900,305000,299000,297116.6667,,,
Springfield Township,PA,Philadelphia,Bucks,5410,,,,,459000,492450,439000,439000,399900,429450,489500,464950,451656.25,,,
Stratford,NJ,Philadelphia,Camden,5048,129900,124900,136500,140000,149900,149950,149885,149900,147900,144900,154900,149950,144048.75,,,
Swedesboro,NJ,Philadelphia,Gloucester,6270,164950,160000,169900,162450,172450,178700,175000,169900,150000,169900,184500,183250,170083.3333,,,
Tabernacle,NJ,Philadelphia,Burlington,4841,307499,3.00E+05,312450,319450,307449.5,304900,289900,299000,285000,284750,289900,259900,296683.2083,,,
Telford,PA,Philadelphia,Montgomery,3003,273450,267450,269900,269900,274000,264950,257450,257450,244900,245000,262400,259900,262229.1667,,,
Tinicum Township,PA,Philadelphia,Bucks,5800,654450,664000,675000,649450,649900,619000,659900,644000,624450,599000,599000,609450,637300,,,
Tredyffrin,PA,Philadelphia,Chester,2073,692000,682000,650000,659500,650000,649900,650000,649900,642000,619900,629000,650000,652016.6667,,,
Upper Chichester,PA,Philadelphia,Delaware,3455,185000,190000,189900,189900,194000,189900,187000,179900,173000,174900,170499.5,165000,182416.625,,,
Upper Darby Township,PA,Philadelphia,Delaware,852,89900,89900,99600,99900,110000,110000,110000,105500,99999,99000,99900,99900,101133.25,,,
Upper Dublin,PA,Philadelphia,Montgomery,3615,449900,425000,434950,444945,439900,439000,439900,439900,450000,444900,444900,449950,441937.0833,,,
Upper Hanover Township,PA,Philadelphia,Montgomery,4871,309945,296445,305490,299450,299450,299990,289450,297990,289000,279900,279900,287990,294583.3333,,,
Upper Makefield,PA,Philadelphia,Bucks,4442,832250,825000,849000,874000,862450,980000,985000,972500,912450,949500,975000,996750,917825,,,
Upper Providence,PA,Philadelphia,Delaware,3856,447065,419900,467400,464900,475000,464990,467445,464990,475000,475000,491661,493661,467251,,,
Upper Providence Township,PA,Philadelphia,Montgomery,2180,349900,344949.5,391995,387400,398995,399900,349950,334995,352000,356950,359900,375000,366827.875,,,
Upper Southampton Township,PA,Philadelphia,Bucks,2920,299999,299999,317400,315950,324900,320000,324900,324900,325000,334900,334950,335000,321491.5,,,
Valley Township,PA,Philadelphia,Chester,4834,229990,238200,214900,205000,196000,205000,202500,219945,202450,199900,199900,212495,210523.3333,,,
Voorhees,NJ,Philadelphia,Camden,1583,279900,270000,279900,299000,298362,299375,299000,295000,289000,266000,256000,258000,282461.4167,,,
Warminster,PA,Philadelphia,Bucks,1800,273700,279000,279000,269900,279900,286500,295000,299999.5,289450,299900,299900,3.00E+05,287687.4583,,,
Warrington,PA,Philadelphia,Bucks,1986,380938,379700,382247.5,375000,378762.5,383740,384950,384500,385000,399990,401113.5,399900,386320.125,,,
Warwick Township,PA,Philadelphia,Bucks,3068,364450,364450,369000,399900,429900,449000,439900,425000,441950,425000,454900,464000,418954.1667,,,
Washington Township,NJ,Philadelphia,Gloucester,1026,209936,215250,219900,216400,219895,214950,214890,209900,209450,207700,199880,193700,210987.5833,,,
Waterford,NJ,Philadelphia,Camden,3799,150000,149900,145000,164950,179900,184900,177000,169900,167400,169900,155000,155000,164070.8333,,,
Wenonah,NJ,Philadelphia,Gloucester,6417,,,242000,245000,248000,255000,249900,235000,230000,238500,237500,222450,240335,,,
West Brandywine Township,PA,Philadelphia,Chester,4630,299950,297595,3.00E+05,292595,289900,299000,289900,294900,279900,269900,269900,279450,288582.5,,,
West Chester,PA,Philadelphia,Chester,355,379000,379900,399900,410000,434000,429900,425750,415000,409900,425000,425000,435000,414029.1667,,,
West Deptford Township,NJ,Philadelphia,Gloucester,2159,150000,164900,159900,163900,168950,169900,165000,170000,154900,159900,165000,174900,163937.5,,,
West Norriton,PA,Philadelphia,Montgomery,2757,187000,189000,189945,198000,197950,189995,192250,190000,190000,195000,187500,189000,191303.3333,,,
Westampton,NJ,Philadelphia,Burlington,4257,239900,244900,249000,239450,249900,246450,244450,225000,224900,219000,204950,185000,231075,,,
Whitpain Township,PA,Philadelphia,Montgomery,3223,529950,509990,497900,497900,493900,489900,489450,477900,476450,493700,519990,487000,497002.5,,,
Williamstown,NJ,Philadelphia,Gloucester,3087,163750,165000,169900,169900,159999,169900,164900,159900,159900,158250,158250,154972,162885.0833,,,
Willingboro,NJ,Philadelphia,Burlington,1508,119000,120000,117750,115000,120000,124999.5,124359,120000,124859,119900,119900,115000,120063.9583,,,
Willow Grove,PA,Philadelphia,Montgomery,2997,209900,225000,224900,229000,229000,225000,237450,236400,238900,259999,249900,249900,234612.4167,,,
Wilmington,DE,Philadelphia,New Castle,557,145000,140999.5,144900,153900,159900,154000,150000,145000,145900,145833,139900,129900,146269.375,,,
Winslow,NJ,Philadelphia,Camden,7062,143450,141000,150000,149900,149900,149900,149000,149900,149900,149000,149900,149900,148479.1667,,,
Woodbury,NJ,Philadelphia,Gloucester,3929,112900,119750,118700,116000,119900,120000,129000,129900,129900,128000,119900,117500,121787.5,,,
Woodstown,NJ,Philadelphia,Salem,5981,179900,185000,188449.5,185000,170000,165950,164000,164000,161500,164900,157900,164950,170962.4583,,,
Woolwich Township,NJ,Philadelphia,Gloucester,3845,324900,315000,310000,319900,324900,330000,334450,335000,330400,327900,319950,325000,324783.3333,,,
Worcester,PA,Philadelphia,Montgomery,3959,539900,569900,534900,5.00E+05,5.00E+05,502450,499900,494450,507000,525000,545000,564400,523575,,,
Yeadon,PA,Philadelphia,Delaware,3517,,,,114450,110000,114950,124999,124900,117500,117000,114900,114950,117072.1111,,,
Anthem,AZ,Phoenix,Maricopa,1299,325000,328500,329000,329900,323000,319999.5,325000,327000,324500,329700,329000,326250,326404.125,,,
